,client_id,client_district_id,client_age,client_gender,disp_id,account_id,type,alltime_sum_trans_amount_by_account_id,alltime_mean_trans_amount_by_account_id,alltime_total_nbr_trans,mean_trans_amount_of_Household,mean_trans_amount_of_Insurance_payment,mean_trans_amount_of_Interest_credited,mean_trans_amount_of_Loan_payment,mean_trans_amount_of_Old-age_pension,mean_trans_amount_of_Payment_for_statement,mean_trans_amount_of_Sanction_interest_if_negative_balance,mean_trans_amount_of_Unknown_Transaction_Type,nbr_trans_Household,nbr_trans_Insurance_payment,nbr_trans_Interest_credited,nbr_trans_Loan_payment,nbr_trans_Old-age_pension,nbr_trans_Payment_for_statement,nbr_trans_Sanction_interest_if_negative_balance,nbr_trans_Unknown_Transaction_Type,mean_trans_amount_of_Credit,mean_trans_amount_of_Unknown_Transaction_Type,mean_trans_amount_of_Withdrawal,nbr_trans_Credit,nbr_trans_Unknown_Transaction_Type,nbr_trans_Withdrawal,1yr_sum_trans_amount_by_account_id,1yr_mean_trans_amount_by_account_id,1yr_total_nbr_trans,3yr_sum_trans_amount_by_account_id,3yr_mean_trans_amount_by_account_id,3yr_total_nbr_trans,trans_ratio_98_97,trans_ratio_97_96,sum_order_amount_by_account_id,mean_order_amount_by_account_id,total_nbr_orders,mean_order_amount_of_Household,mean_order_amount_of_Insurance_payment,mean_order_amount_of_Leasing,mean_order_amount_of_Loan_payment,mean_order_amount_of_Unknown_Order_Type,nbr_orders_Household,nbr_orders_Insurance_payment,nbr_orders_Leasing,nbr_orders_Loan_payment,nbr_orders_Unknown_Order_Type,account_district_id,statement_freq,account_date_opened,loan_id,loan_amount,loan_duration,monthly_loan_payment,loan_status,num_days_since_grant,card_id,card_type,card_issued_date,district_id,district_name,region,total_inhabitants,num_munipalities_less_499,500_to999,2000_to_9999,greater_than0000,num_cities,ratio_urban,avg_salary,unemp_rate_95,unemp_rate_96,enterpreneurs_per000,num_crimes95,num_crimes96
2443,373,16,62.8849315068493,M,373,306,OWNER,857137.4999999991,2484.4565217391273,345.0,3657.0,,82.989552238806,,,14.600000000000017,,4051.5454545454545,62.0,,67.0,,,62.0,,154.0,2966.2553333333317,,2113.8420512820485,150.0,,195.0,125721.70000000006,2417.725000000001,52.0,434658.8999999997,2428.262011173183,179.0,0.8452083546223641,0.9403699362619216,3657.0,3657.0,1.0,3657.0,,,,,1.0,,,,,16,MONTHLY,158,,,,,,,,,,16,Jindrichuv Hradec,south Bohemia,93931,74,21,10,1,8,56.9,8427,1.12,1.54,107,1874,1913
1084,989,40,65.42465753424658,M,989,822,DISPONENT,347790.39999999985,2782.323199999999,125.0,1784.0,,80.89629629629626,,6911.0,14.6,,4423.703703703704,22.0,,27.0,,27.0,22.0,,27.0,3441.4763636363646,,2264.417142857144,55.0,,70.0,149388.30000000005,2620.847368421053,57.0,347790.39999999985,2782.323199999999,125.0,0.8435946724009997,,1784.0,1784.0,1.0,1784.0,,,,,1.0,,,,,40,MONTHLY,1372,,,,,,,,,,40,Teplice,north Bohemia,128118,9,16,6,3,8,85.3,9317,6.49,7.07,97,6949,6872
1083,988,40,59.2931506849315,F,988,822,OWNER,347790.39999999985,2782.323199999999,125.0,1784.0,,80.89629629629626,,6911.0,14.6,,4423.703703703704,22.0,,27.0,,27.0,22.0,,27.0,3441.4763636363646,,2264.417142857144,55.0,,70.0,149388.30000000005,2620.847368421053,57.0,347790.39999999985,2782.323199999999,125.0,0.8435946724009997,,1784.0,1784.0,1.0,1784.0,,,,,1.0,,,,,40,MONTHLY,1372,,,,,,,,,,40,Teplice,north Bohemia,128118,9,16,6,3,8,85.3,9317,6.49,7.07,97,6949,6872
3580,4892,26,29.83835616438356,M,4892,4059,OWNER,135768.89999999982,1280.8386792452816,106.0,,,87.9295454545455,,,,,2127.4193548387093,,,44.0,,,,,62.0,859.5557142857152,,2100.0,70.0,,36.0,24688.90000000001,1073.4304347826092,23.0,75146.5,1058.4014084507041,71.0,0.8432346954110143,1.179531391001676,5652.0,5652.0,1.0,,,,5652.0,,,,,1.0,,34,MONTHLY,280,,,,,,,,,,26,Plzen - mesto,west Bohemia,170449,0,0,0,1,1,100.0,10787,2.64,3.09,131,6041,6261
5253,5928,42,28.328767123287676,F,5928,4907,OWNER,1952986.300000001,4209.022198275865,464.0,3938.0,325.0,126.37118644067793,2059.0,,14.600000000000017,,7961.606796116504,54.0,55.0,59.0,36.0,,54.0,,206.0,8286.105737704915,,2754.6239766081844,122.0,,342.0,353422.4,3926.9155555555562,90.0,1177355.5999999996,4102.28432055749,287.0,0.8411788800843888,0.9665965599713624,7575.0,1893.75,4.0,3938.0,325.0,,2059.0,1253.0,1.0,1.0,,1.0,1.0,42,MONTHLY,401,5999.0,98832.0,48.0,2059.0,C,1097.0,,,,42,Havlickuv Brod,east Bohemia,95907,87,25,5,2,7,59.1,8388,2.41,2.94,87,1658,1668
4278,2674,65,46.27671232876714,F,2674,2209,DISPONENT,3454795.0000000014,13764.1235059761,251.0,5887.0,,230.40714285714282,,,14.600000000000005,,19268.432748538013,26.0,,28.0,,,26.0,,171.0,19553.139325842694,10932.57142857143,10550.740540540544,89.0,14.0,148.0,1249971.4000000004,13440.552688172049,93.0,3454795.0000000014,13764.1235059761,251.0,0.8407713480092771,,7305.0,3652.5,2.0,5887.0,,,,1418.0,1.0,,,,1.0,65,MONTHLY,1322,,,,,,,,,,65,Znojmo,south Moravia,114200,101,41,4,1,4,43.7,8403,5.74,5.72,105,2157,2718
4277,2673,65,39.49041095890411,M,2673,2209,OWNER,3454795.0000000014,13764.1235059761,251.0,5887.0,,230.40714285714282,,,14.600000000000005,,19268.432748538013,26.0,,28.0,,,26.0,,171.0,19553.139325842694,10932.57142857143,10550.740540540544,89.0,14.0,148.0,1249971.4000000004,13440.552688172049,93.0,3454795.0000000014,13764.1235059761,251.0,0.8407713480092771,,7305.0,3652.5,2.0,5887.0,,,,1418.0,1.0,,,,1.0,65,MONTHLY,1322,,,,,,,,,,65,Znojmo,south Moravia,114200,101,41,4,1,4,43.7,8403,5.74,5.72,105,2157,2718
2815,11064,64,45.512328767123286,M,10756,8982,DISPONENT,4389204.800000004,9201.687211740047,477.0,,,201.6968253968254,6330.2000000000035,,14.600000000000017,,16318.90513833992,,,126.0,37.0,,61.0,,253.0,9870.58061674009,11184.821428571433,8267.603603603604,227.0,28.0,222.0,995445.0,10369.218749999998,96.0,2782527.500000001,9797.632042253525,284.0,0.8394533326283387,1.3654936814158651,6330.2,6330.2,1.0,,,,6330.2,,,,,1.0,,64,MONTHLY,267,6808.0,227880.0,36.0,6330.0,A,649.0,,,,64,Zlin,south Moravia,197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484,4265
2814,11063,64,43.18904109589041,F,10755,8982,OWNER,4389204.800000004,9201.687211740047,477.0,,,201.6968253968254,6330.2000000000035,,14.600000000000017,,16318.90513833992,,,126.0,37.0,,61.0,,253.0,9870.58061674009,11184.821428571433,8267.603603603604,227.0,28.0,222.0,995445.0,10369.218749999998,96.0,2782527.500000001,9797.632042253525,284.0,0.8394533326283387,1.3654936814158651,6330.2,6330.2,1.0,,,,6330.2,,,,,1.0,,64,MONTHLY,267,6808.0,227880.0,36.0,6330.0,A,649.0,,,,64,Zlin,south Moravia,197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484,4265
1885,3524,68,53.15068493150685,F,3524,2917,OWNER,1014495.4999999995,6901.329931972787,147.0,6157.0,,138.88214285714287,,,14.600000000000005,,11899.452054794521,23.0,,28.0,,,23.0,,73.0,8995.401694915254,,5497.3499999999985,59.0,,88.0,409503.8999999999,6825.064999999999,60.0,1014495.4999999995,6901.329931972787,147.0,0.8392359029692683,,6157.0,6157.0,1.0,6157.0,,,,,1.0,,,,,68,MONTHLY,1315,,,,,,,,,,68,Frydek - Mistek,north Moravia,228848,15,40,18,2,6,57.2,9893,4.09,4.72,96,5623,5887
3851,3813,2,20.367123287671234,F,3813,3153,OWNER,3640624.3000000017,13686.557518796999,266.0,3175.0,,263.45,,,14.600000000000007,,19685.62222222222,28.0,,30.0,,,28.0,,180.0,19373.401041666668,15128.473684210527,9889.647682119208,96.0,19.0,151.0,1298369.4,12484.321153846155,104.0,3640624.3000000017,13686.557518796999,266.0,0.8385583431804688,,5176.0,2588.0,2.0,3175.0,,,,2001.0,1.0,,,,1.0,2,MONTHLY,1281,,,,,,,597.0,junior,1617.0,2,Benesov,central Bohemia,88884,80,26,6,2,5,46.7,8507,1.67,1.85,132,2159,2674
4844,841,69,17.9013698630137,M,841,701,OWNER,861547.5999999994,2504.498837209301,344.0,,,133.17611940298505,,,14.600000000000017,,3979.9299065420564,,,67.0,,,63.0,,214.0,2345.9989637305703,,2707.084768211919,193.0,,151.0,187091.50000000003,2878.33076923077,65.0,562430.1999999996,3023.818279569891,186.0,0.8384914177333531,2.226573344230265,,,,,,,,,,,,,,69,MONTHLY,158,,,,,,,,,,69,Jesenik,north Moravia,42821,4,13,5,1,3,48.4,8173,-1.0,7.01,124,-1,1358
2675,1306,32,76.2849315068493,F,1306,1088,OWNER,656462.6999999993,2180.939202657805,301.0,3032.0,,92.31607142857143,,5600.0,14.600000000000017,,1969.733333333333,55.0,,56.0,,60.0,55.0,,75.0,2920.253846153845,,1710.83152173913,117.0,,184.0,126148.50000000006,2138.110169491526,59.0,416254.5999999997,2167.992708333332,192.0,0.8374531561704399,1.1630780895787909,3032.0,3032.0,1.0,3032.0,,,,,1.0,,,,,32,MONTHLY,352,,,,,,,,,,32,Ceska Lipa,north Bohemia,105058,32,19,7,2,10,81.0,9272,2.8,3.22,118,4340,4505
261,1756,1,62.52602739726027,M,1756,1448,OWNER,88593.3,1428.9241935483872,62.0,,,74.72083333333333,,,,,2284.2105263157896,,,24.0,,,,,38.0,1259.851111111111,,1876.470588235294,45.0,,17.0,18975.0,903.5714285714287,21.0,69793.3,1182.9372881355932,59.0,0.8373490785850456,1.2053617021276597,7156.0,7156.0,1.0,,,,7156.0,,,,,1.0,,1,MONTHLY,1009,,,,,,,,,,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
262,1757,1,61.2958904109589,F,1757,1448,DISPONENT,88593.3,1428.9241935483872,62.0,,,74.72083333333333,,,,,2284.2105263157896,,,24.0,,,,,38.0,1259.851111111111,,1876.470588235294,45.0,,17.0,18975.0,903.5714285714287,21.0,69793.3,1182.9372881355932,59.0,0.8373490785850456,1.2053617021276597,7156.0,7156.0,1.0,,,,7156.0,,,,,1.0,,1,MONTHLY,1009,,,,,,,,,,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
897,7166,15,34.66027397260274,M,7166,5927,OWNER,1919803.800000004,3824.310358565744,502.0,5182.456140350877,,72.0708333333333,1817.3000000000013,,14.600000000000017,11.326666666666664,7839.051020408163,57.0,,120.0,43.0,,56.0,30.0,196.0,4372.038116591928,11363.714285714286,2737.2143410852686,223.0,21.0,258.0,325843.19999999995,3359.20824742268,97.0,1192910.4,3823.43076923077,312.0,0.8364107181910871,0.9853953652372812,1817.3,1817.3,1.0,,,,1817.3,,,,,1.0,,15,MONTHLY,329,6210.0,87216.0,48.0,1817.0,B,521.0,,,,15,Cesky Krumlov,south Bohemia,58796,22,16,7,1,5,51.9,9045,3.13,3.6,124,1845,1879
1096,2311,40,63.2958904109589,F,2311,1902,DISPONENT,1568150.4999999998,5370.3784246575315,292.0,,,129.5307692307692,,,30.0,,9328.928143712576,,,65.0,,,60.0,,167.0,5922.70652173913,8001.545454545455,4634.965034965035,138.0,11.0,143.0,248589.3,5524.206666666666,45.0,859968.7000000002,5733.1246666666675,150.0,0.8339566471486914,1.0068748777651262,,,,,,,,,,,,,,50,WEEKLY,197,,,,,,,,,,40,Teplice,north Bohemia,128118,9,16,6,3,8,85.3,9317,6.49,7.07,97,6949,6872
1095,2310,40,59.48493150684931,M,2310,1902,OWNER,1568150.4999999998,5370.3784246575315,292.0,,,129.5307692307692,,,30.0,,9328.928143712576,,,65.0,,,60.0,,167.0,5922.70652173913,8001.545454545455,4634.965034965035,138.0,11.0,143.0,248589.3,5524.206666666666,45.0,859968.7000000002,5733.1246666666675,150.0,0.8339566471486914,1.0068748777651262,,,,,,,,,,,,,,50,WEEKLY,197,,,,,,,,,,40,Teplice,north Bohemia,128118,9,16,6,3,8,85.3,9317,6.49,7.07,97,6949,6872
754,2906,5,64.08767123287672,M,2906,2406,OWNER,291872.10000000003,2084.8007142857145,140.0,3186.0,,78.94137931034483,,4780.0,14.600000000000007,,1859.047619047619,29.0,,29.0,,33.0,28.0,,21.0,2546.496825396825,,1707.0493506493522,63.0,,77.0,103570.2,1954.154716981132,53.0,291872.10000000003,2084.8007142857145,140.0,0.8331278068839696,,3186.0,3186.0,1.0,3186.0,,,,,1.0,,,,,5,MONTHLY,1176,,,,,,,,,,5,Kolin,central Bohemia,95616,65,30,4,1,6,51.4,9307,3.85,4.43,118,2616,3040
755,2907,5,66.32054794520548,F,2907,2406,DISPONENT,291872.10000000003,2084.8007142857145,140.0,3186.0,,78.94137931034483,,4780.0,14.600000000000007,,1859.047619047619,29.0,,29.0,,33.0,28.0,,21.0,2546.496825396825,,1707.0493506493522,63.0,,77.0,103570.2,1954.154716981132,53.0,291872.10000000003,2084.8007142857145,140.0,0.8331278068839696,,3186.0,3186.0,1.0,3186.0,,,,,1.0,,,,,5,MONTHLY,1176,,,,,,,,,,5,Kolin,central Bohemia,95616,65,30,4,1,6,51.4,9307,3.85,4.43,118,2616,3040
5267,1587,23,70.7068493150685,M,1587,1312,OWNER,552368.9999999995,2174.681102362203,254.0,1690.0,,104.82608695652176,,5735.0,14.600000000000012,,2707.205882352941,45.0,,46.0,,50.0,45.0,,68.0,3010.0206185567004,,1658.579617834396,97.0,,157.0,125748.50000000006,2206.11403508772,57.0,418117.5999999997,2122.424365482232,197.0,0.8328377089570032,1.2337495730560366,1690.0,1690.0,1.0,1690.0,,,,,1.0,,,,,23,MONTHLY,652,,,,,,,,,,23,Cheb,west Bohemia,87419,21,11,4,3,9,85.5,8624,1.79,2.66,102,2879,3198
3410,5450,8,58.38356164383562,M,5450,4519,OWNER,123991.4000000001,1347.7326086956532,92.0,,,137.6054054054055,,,,,2161.818181818182,,,37.0,,,,,55.0,1243.7178082191795,,1747.3684210526314,73.0,,19.0,25813.0,1229.1904761904761,21.0,75604.20000000004,1095.7130434782614,69.0,0.8327956226044987,1.4910906711822658,,,,,,,,,,,,,,8,MONTHLY,523,,,,,,,,,,8,Mlada Boleslav,central Bohemia,112065,95,19,7,1,8,69.4,11277,1.25,1.44,127,5179,4987
4233,3662,27,67.32328767123288,M,3662,3032,OWNER,834847.8999999987,2433.958892128276,343.0,2858.0,,101.44920634920635,,6605.0,14.600000000000017,,2356.483516483517,62.0,,63.0,,66.0,61.0,,91.0,3404.7792307692293,,1841.4394366197168,130.0,,213.0,131919.40000000005,2398.5345454545463,55.0,456362.8999999996,2480.2331521739106,184.0,0.8325490809858357,0.97917591035099,2858.0,2858.0,1.0,2858.0,,,,,1.0,,,,,5,MONTHLY,157,,,,,,,,,,27,Plzen - jih,west Bohemia,67298,71,19,10,0,7,43.8,8561,0.65,1.29,110,1029,1127
884,3734,15,55.12054794520548,M,3734,3087,OWNER,338001.49999999994,864.4539641943733,391.0,,,68.57213114754099,,,14.600000000000017,,1215.3321167883212,,,61.0,,,56.0,,274.0,1477.0967479674798,,583.2783582089558,123.0,,268.0,61476.099999999984,819.6813333333331,75.0,207728.10000000006,861.942323651453,241.0,0.8322347624907436,1.0681165853792551,1933.0,644.3333333333334,3.0,845.0,693.0,,,395.0,1.0,1.0,,,1.0,15,MONTHLY,337,,,,,,,,,,15,Cesky Krumlov,south Bohemia,58796,22,16,7,1,5,51.9,9045,3.13,3.6,124,1845,1879
923,2669,51,71.70136986301371,M,2669,2205,OWNER,341762.39999999985,2441.159999999999,140.0,3042.0,,84.72142857142853,,5666.0,14.600000000000007,,2905.769230769231,27.0,,28.0,,32.0,27.0,,26.0,3029.2491803278695,,1987.0658227848114,61.0,,79.0,126088.50000000006,2379.028301886793,53.0,341762.39999999985,2441.159999999999,140.0,0.8319905457194438,,3042.0,3042.0,1.0,3042.0,,,,,1.0,,,,,51,MONTHLY,1198,,,,,,,,,,51,Trutnov,east Bohemia,121947,37,28,7,3,11,70.5,8541,2.51,2.97,131,3496,3839
3812,5283,17,16.824657534246573,M,5283,4385,OWNER,916351.8999999992,2899.847784810125,316.0,,,130.66721311475413,,,14.600000000000017,,4583.580808080808,,,61.0,,,57.0,,198.0,3106.050657894737,,2708.732926829266,152.0,,164.0,161890.30000000002,2743.9033898305092,59.0,537018.7999999997,2871.758288770052,187.0,0.8304012786586397,0.95697746108852,,,,,,,,,,,,,,23,MONTHLY,326,,,,,,,,,,17,Pelhrimov,south Bohemia,74062,99,15,4,2,7,61.4,8114,2.38,2.62,119,1003,1181
4065,3335,11,31.912328767123288,M,3335,2762,OWNER,7399357.599999998,11670.91104100946,634.0,6892.0,,224.7342857142857,4641.0,,14.600000000000017,,16796.562962962962,68.0,,70.0,24.0,,67.0,,405.0,17085.153211009172,16218.782608695652,8401.430534351157,218.0,23.0,393.0,1165193.5,10788.828703703704,108.0,3953148.9000000027,11525.215451895052,343.0,0.8297955374383944,3.265224569521795,12266.0,4088.666666666666,3.0,6892.0,,,4641.0,733.0,1.0,,,1.0,1.0,19,MONTHLY,78,5533.0,111384.0,24.0,4641.0,A,550.0,,,,11,Praha - zapad,central Bohemia,75637,35,36,9,0,7,36.5,9622,0.45,0.59,154,3475,3529
3105,2519,29,28.42465753424657,F,2519,2077,OWNER,491304.3999999994,2090.6570212765932,235.0,,,123.17916666666672,,,14.600000000000012,,3366.416666666666,,,48.0,,,43.0,,144.0,2348.542857142857,,1826.1017241379325,119.0,,116.0,112974.30000000006,1914.8186440677973,59.0,379910.69999999966,2076.014754098359,183.0,0.8296386432249003,1.2224470504166751,,,,,,,,,,,,,,29,MONTHLY,733,,,,,,,,,,29,Rokycany,west Bohemia,45714,52,10,5,1,6,55.6,8843,2.82,3.6,113,818,888
2453,1062,16,23.99726027397261,M,1062,882,OWNER,1724094.2000000025,4466.5652849741,386.0,3306.0,,140.33142857142857,,,14.600000000000017,,8056.086021505376,65.0,,70.0,,,65.0,,186.0,6194.761643835616,,3415.245833333329,146.0,,240.0,251035.4,4048.95806451613,62.0,858850.2999999997,4544.18148148148,189.0,0.8291534150193008,0.9650291362771988,3306.0,3306.0,1.0,3306.0,,,,,1.0,,,,,9,MONTHLY,64,,,,,,,180.0,classic,2097.0,16,Jindrichuv Hradec,south Bohemia,93931,74,21,10,1,8,56.9,8427,1.12,1.54,107,1874,1913
2454,1063,16,22.56986301369863,F,1063,882,DISPONENT,1724094.2000000025,4466.5652849741,386.0,3306.0,,140.33142857142857,,,14.600000000000017,,8056.086021505376,65.0,,70.0,,,65.0,,186.0,6194.761643835616,,3415.245833333329,146.0,,240.0,251035.4,4048.95806451613,62.0,858850.2999999997,4544.18148148148,189.0,0.8291534150193008,0.9650291362771988,3306.0,3306.0,1.0,3306.0,,,,,1.0,,,,,9,MONTHLY,64,,,,,,,,,,16,Jindrichuv Hradec,south Bohemia,93931,74,21,10,1,8,56.9,8427,1.12,1.54,107,1874,1913
845,681,15,21.975342465753428,M,681,567,OWNER,407410.49999999977,2645.5227272727257,154.0,,,115.7833333333333,,,14.600000000000005,,4076.4848484848494,,,30.0,,,25.0,,99.0,2503.211956521739,,2856.693548387098,92.0,,62.0,171564.2000000001,2560.659701492539,67.0,407410.49999999977,2645.5227272727257,154.0,0.8284019611535541,,,,,,,,,,,,,,,15,MONTHLY,1265,,,,,,,,,,15,Cesky Krumlov,south Bohemia,58796,22,16,7,1,5,51.9,9045,3.13,3.6,124,1845,1879
3014,9276,4,52.18904109589041,M,8968,7487,OWNER,2456821.400000001,10681.832173913048,230.0,7329.0,,128.82820512820513,,,14.600000000000007,4.949999999999998,17334.130769230767,27.0,,39.0,,,32.0,2.0,130.0,13541.31847826087,10971.42857142857,8658.168702290073,92.0,7.0,131.0,762222.5,9772.083333333334,78.0,2394029.100000001,10783.914864864868,222.0,0.8280898425969576,14.658783003648535,14400.9,4800.3,3.0,7329.0,,2279.9,,4792.0,1.0,,1.0,,1.0,4,MONTHLY,1003,,,,,,,977.0,classic,1223.0,4,Kladno,central Bohemia,149893,63,29,6,2,6,67.4,9753,4.64,5.05,109,5244,5892
4510,2495,58,59.090410958904116,F,2495,2056,OWNER,2991306.100000005,9618.347588424453,311.0,,,188.5144927536232,,,14.600000000000017,,16916.676136363636,,,69.0,,,66.0,,176.0,10497.260416666664,15315.8,8223.444736842106,144.0,15.0,152.0,399389.5999999997,8150.808163265301,49.0,996775.0,7019.5422535211255,142.0,0.8276485754914312,1.047083444990404,,,,,,,,,,,,,,58,MONTHLY,96,,,,,,,,,,58,Jihlava,south Moravia,109164,98,16,6,1,4,63.6,8757,3.38,3.95,96,2212,2471
2495,9403,16,24.79726027397261,M,9095,7594,OWNER,2440577.100000002,7555.966253869976,323.0,2302.0,1347.0,208.571875,2718.0,,14.600000000000007,,11939.265625,29.0,29.0,32.0,13.0,,28.0,,192.0,14384.887209302331,15309.857142857143,4435.5999999999985,86.0,14.0,223.0,872181.7999999997,6867.573228346454,127.0,2440577.100000002,7555.966253869976,323.0,0.8269592834943273,,8742.0,1748.4,5.0,2302.0,1347.0,,2718.0,1187.5,1.0,1.0,,1.0,2.0,16,MONTHLY,1141,6544.0,130464.0,48.0,2718.0,C,1805.0,,,,16,Jindrichuv Hradec,south Bohemia,93931,74,21,10,1,8,56.9,8427,1.12,1.54,107,1874,1913
3797,3098,17,60.56712328767122,M,3098,2567,OWNER,284832.0000000001,1675.4823529411767,170.0,2574.0,,71.48333333333333,,,14.600000000000007,,2805.722222222222,31.0,,36.0,,,31.0,,72.0,1954.4987341772155,,1433.2593406593414,79.0,,91.0,81143.7,1622.874,50.0,284832.0000000001,1675.4823529411767,170.0,0.8264098944679705,,2574.0,2574.0,1.0,2574.0,,,,,1.0,,,,,17,MONTHLY,1101,,,,,,,,,,17,Pelhrimov,south Bohemia,74062,99,15,4,2,7,61.4,8114,2.38,2.62,119,1003,1181
3746,2776,31,64.61369863013698,F,2776,2293,OWNER,916984.0999999987,2590.350564971749,354.0,2332.0,,112.16567164179104,,6745.0,14.600000000000017,,3273.4482758620693,65.0,,67.0,,70.0,65.0,,87.0,3480.9065217391303,,2021.3842592592569,138.0,,216.0,135495.10000000006,2419.555357142858,56.0,462708.79999999993,2690.1674418604644,172.0,0.8255749835031361,0.9053838536796608,2332.0,2332.0,1.0,2332.0,,,,,1.0,,,,,31,MONTHLY,43,,,,,,,,,,31,Tachov,west Bohemia,51313,34,12,3,1,4,59.2,8930,3.52,4.2,108,1328,1452
2794,4771,64,38.00821917808219,F,4771,3955,OWNER,1184740.2999999998,2723.540919540229,435.0,4129.0,,153.15846153846152,,,14.600000000000017,,3702.971887550201,61.0,,65.0,,,60.0,,249.0,3809.361585365854,,2066.439114391141,164.0,,271.0,213362.9,2735.421794871795,78.0,680664.1999999996,2755.725506072873,247.0,0.8242758613229568,1.1829226104381885,5126.0,2563.0,2.0,4129.0,,,,997.0,1.0,,,,1.0,64,MONTHLY,194,,,,,,,,,,64,Zlin,south Moravia,197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484,4265
2327,8433,38,37.33150684931507,M,8433,6985,DISPONENT,3669467.600000004,12966.316607773864,283.0,13167.0,,223.2560975609757,2687.5,,14.60000000000001,,21978.915492957745,35.0,,41.0,29.0,,36.0,,142.0,17130.39908256881,16849.2,10165.72840236687,109.0,5.0,169.0,1052171.2999999996,12831.357317073163,82.0,3426178.100000004,13027.293155893547,263.0,0.8232158039838564,5.253507857922352,15854.5,7927.25,2.0,13167.0,,,2687.5,,1.0,,,1.0,,38,MONTHLY,937,6421.0,96768.0,36.0,2688.0,C,1301.0,,,,38,Louny,north Bohemia,85852,41,23,4,2,4,59.8,8965,7.08,8.23,104,2653,2822
2326,8432,38,31.008219178082193,F,8432,6985,OWNER,3669467.600000004,12966.316607773864,283.0,13167.0,,223.2560975609757,2687.5,,14.60000000000001,,21978.915492957745,35.0,,41.0,29.0,,36.0,,142.0,17130.39908256881,16849.2,10165.72840236687,109.0,5.0,169.0,1052171.2999999996,12831.357317073163,82.0,3426178.100000004,13027.293155893547,263.0,0.8232158039838564,5.253507857922352,15854.5,7927.25,2.0,13167.0,,,2687.5,,1.0,,,1.0,,38,MONTHLY,937,6421.0,96768.0,36.0,2688.0,C,1301.0,,,,38,Louny,north Bohemia,85852,41,23,4,2,4,59.8,8965,7.08,8.23,104,2653,2822
2800,5171,64,42.3013698630137,F,5171,4293,OWNER,2699565.9,12978.68221153846,208.0,4797.0,,200.62592592592583,4561.0,,100.0,,21007.19327731093,22.0,,27.0,19.0,,21.0,,119.0,15627.851136363635,11788.857142857143,10989.318584070796,88.0,7.0,113.0,1200576.7,12637.649473684209,95.0,2699565.9,12978.68221153846,208.0,0.8228064921144467,,9358.0,4679.0,2.0,4797.0,,,4561.0,,1.0,,,1.0,,64,TRANSACTION,1129,5850.0,164196.0,36.0,4561.0,C,1602.0,,,,64,Zlin,south Moravia,197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484,4265
4333,3510,13,59.22465753424658,M,3510,2904,OWNER,1237677.3000000005,7280.454705882355,170.0,,,163.8030303030303,,,14.600000000000007,8.5,11512.579439252337,,,33.0,,,28.0,2.0,107.0,8271.664556962023,15049.166666666664,5109.18734177215,79.0,12.0,79.0,419093.5,6652.277777777777,63.0,1237677.3000000005,7280.454705882355,170.0,0.8226426731060574,,,,,,,,,,,,,,,13,MONTHLY,1174,,,,,,,,,,13,Rakovnik,central Bohemia,53921,61,22,1,1,2,41.3,8598,2.77,3.26,123,1597,1875
4891,248,61,29.07397260273973,F,248,206,OWNER,556096.1999999996,2172.2507812499985,256.0,2902.0,,112.33777777777777,,,14.600000000000012,,3315.8549618320612,40.0,,45.0,,,40.0,,131.0,2485.312605042017,,1900.3211678832129,119.0,,137.0,143650.80000000002,2052.154285714286,70.0,466866.8999999998,2131.8123287671224,219.0,0.8226324894787806,1.9570174819257804,2902.0,2902.0,1.0,2902.0,,,,,1.0,,,,,61,MONTHLY,827,,,,,,,,,,61,Trebic,south Moravia,117897,139,28,5,1,6,53.8,8814,4.76,5.74,107,2112,2059
4892,249,61,28.67945205479452,M,249,206,DISPONENT,556096.1999999996,2172.2507812499985,256.0,2902.0,,112.33777777777777,,,14.600000000000012,,3315.8549618320612,40.0,,45.0,,,40.0,,131.0,2485.312605042017,,1900.3211678832129,119.0,,137.0,143650.80000000002,2052.154285714286,70.0,466866.8999999998,2131.8123287671224,219.0,0.8226324894787806,1.9570174819257804,2902.0,2902.0,1.0,2902.0,,,,,1.0,,,,,61,MONTHLY,827,,,,,,,,,,61,Trebic,south Moravia,117897,139,28,5,1,6,53.8,8814,4.76,5.74,107,2112,2059
3767,11794,31,28.254794520547943,F,11486,9583,OWNER,5439566.500000002,12920.585510688841,421.0,13386.0,,235.71698113207557,4362.699999999998,,30.0,,18825.116465863448,47.0,,53.0,25.0,,47.0,,249.0,15731.640000000005,13611.388888888889,10459.61666666666,175.0,36.0,210.0,1454382.1,12985.554464285715,112.0,4102372.400000001,13362.776547231271,307.0,0.8222709839138432,1.4830098135449103,17748.7,8874.35,2.0,13386.0,,,4362.7,,1.0,,,1.0,,31,WEEKLY,506,6949.0,104712.0,24.0,4363.0,A,1075.0,,,,31,Tachov,west Bohemia,51313,34,12,3,1,4,59.2,8930,3.52,4.2,108,1328,1452
